"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Project Goal","Start Date","Completion Date","Project Life Cycle Cost","Software Project","New or Existing Metric","If Existing: Metric ID","If Existing: Agency Metric ID","If New: Metric Description","If New: Metric Unit of Measure","If New: Metric Measurement Condition","Metric Target at Deployment","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",WBL-15-D1,10989,,"Modernize National Sealed Source &amp; Device Registry (NSSDRS) - FY15",,2014-10-01,2015-09-30,0.9,,,,,,,,,0,0,Green,0.05748,6.39,Green,Completed,05/21/2015,07:46:45
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",WBL-15-D2,10991,,"Develop Import/Export (Im/Ex) License Tracking - FY15",,2014-10-01,2015-09-30,0.6,,,,,,,,,0,0,Green,0.102284,17.05,Yellow,Completed,05/21/2015,07:46:46
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",TI053E,13083,,"Provide Replacement Planning and Alternative Analysis for the Portfolio Enrollment Module (PEM)",,2015-10-01,2016-09-30,0.05,,,,,,,,,0,0,Green,0.001389,2.78,Green,Completed,11/30/2016,20:18:43
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",TI053F,13084,,"Provide Replacement Planning and Alternative Analysis for the Web-Based Licensing System (WBL)",,2015-10-01,2016-09-30,0.05,,,,,,,,,0,0,Green,-0.003451,-6.9,Green,Completed,11/30/2016,20:18:43
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",TI053C,13085,,"Provide Replacement Planning and Alternative Analysis for the License Verification System (LVS)",,2015-10-01,2016-09-30,0.05,,,,,,,,,0,0,Green,0.002184,4.37,Green,Completed,11/30/2016,20:18:43
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",TI053D,13086,,"Provide Replacement Planning and Alternative Analysis for the National Source Tracking System (NSTS)",,2015-10-01,2016-09-30,0.05,,,,,,,,,0,0,Green,-0.00178,-3.56,Green,Completed,11/30/2016,20:18:43
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",2017-1,14268,"	261","Provide Replacement Planning and Alternative Analysis for ISMP Systems (NSTS, WBL, LVS, and PEM)",,2016-10-01,2017-09-30,0.022,,,,,,,,,-2,-0.56,Green,-0.00038,-1.73,Green,Completed,11/29/2017,07:56:14
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",2017-3,14269,"	984","Enhance License Amendment Processing in WBL to depict changed elements",,2016-10-01,2018-03-31,0.5,,,,,,,,,0,0,Green,0.008876,1.78,Green,Completed,04/27/2018,13:38:28
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",2017-4,14270,"	315","Provide Flexible Interface to External Fees and Financial Management Systems for Use by Agreement State Agencies",,2017-11-01,2018-12-31,0.3,,,,,,,,,0,0,Green,0.002784,0.93,Green,Completed,01/30/2019,20:24:37
429-000008200,1473,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Materials Licensing and Oversight",2017-2,14271,"	370","Migrate WBL/Legacy RPS Data Interface to New Authoritative Data Source",,2016-10-01,2017-09-30,0.136,,,,,,,,,0,0,Green,0.005101,3.75,Green,Completed,11/29/2017,07:56:14
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",TI0142,13233,,"Enhance Construction Inspection Program Information Management System (CIPIMS)",,2015-10-01,2016-09-30,0.213,,,,,,,,,0,0,Green,0,0,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",TI0292,13234,,"Plan, Design, Develop, and Implement New EPM Project Server  Interfaces to Accommodate the   Master Data Management Program Guidance",,2015-10-01,2016-09-30,0.053,,,,,,,,,0,0,Green,0,0,Green,Completed,02/23/2017,15:04:08
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",TI0763,13235,,"Establish FISMA Compliance for the Reactor Program System (RPS) - Replacement (DME)",,2015-10-01,2016-09-30,0.16,,,,,,,,,-26,-7.22,Green,-0.0067,-4.19,Green,Completed,11/30/2016,20:18:46
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",TI076D,13236,"	969","Implement Reactor Program System (RPS) - Replacement",,2015-10-01,2017-06-26,5.923591,,,,,,,,,-98,-15.46,Yellow,-0.155805,-2.63,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",TI0912,13237,,"Enhance VOICES System",,2015-10-01,2016-09-30,0.097,,,,,,,,,0,0,Green,0.003,3.09,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2017-6,14274,"	794","Establish FISMA Compliance for the Reactor Program System (RPS) – Replacement 2017",,2016-10-01,2017-09-30,0.285,,,,,,,,,-1,-0.56,Green,0,0,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2017-1,14275,"	1015","Enhance Construction Inspection Program Information Management System (CIPIMS) 2017",,2016-10-01,2017-09-30,0.088,,,,,,,,,0,0,Green,0,0,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2017-4,14276,"	997","Enhance VOICES System 2017",,2016-10-01,2017-09-30,0.057,,,,,,,,,0,0,Green,0,0,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2017-3,14277,"	998","Implement Reactor Program System (RPS) – Replacement 2017",,2016-10-01,2018-03-31,5.18,,,,,,,,,0,0,Green,0,0,Green,Completed,04/27/2018,14:10:50
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2017-2,14278,"	1016","Plan, Design, Develop, and Implement New EPM Project Server  Interfaces to Accommodate the   Master Data Management Program Guidance 2017",,2016-10-01,2017-09-30,0.1385,,,,,,,,,0,0,Green,0,0,Green,Completed,11/29/2017,07:56:42
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2018-1,15358,"	1025","Enhance Construction Inspection Program Information Management System (CIPIMS) 2018",,2017-10-02,2018-09-28,0.08,,,,,,,,,0,0,Green,0,0,Green,Completed,01/30/2019,20:25:15
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2018-2,15359,"	1026","Plan, Design, Develop, and Implement New EPM Project Server  Interfaces to Accommodate the   Master Data Management Program Guidance 2018",,2017-10-02,2017-11-30,0.01,,,,,,,,,0,0,Green,0,0,Green,Completed,03/30/2018,08:12:13
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2018-3,15360,"	1027","Implement Replacement Reactor Program System (RRPS) – Replacement 2018",,2017-10-01,2018-09-30,1.16,,,,,,,,,0,0,Green,0,0,Green,Completed,01/30/2019,20:25:15
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",2018-4,15361,"	1028","Enhance VOICES System 2018",,2017-10-02,2018-09-28,0.07,,,,,,,,,0,0,Green,0,0,Green,Completed,01/30/2019,20:25:15
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	430",16355,"	127","Enhance Construction Inspection Program Information Management System (CIPIMS)","CIPIMS supports the creation and inforation tracking related to Reactor Construction Inspection Reports.",2015-10-01,2019-09-30,0.08,yes,existing,24481,82,,,,"	100.00",0,0,Green,0,0,Green,Completed,10/31/2019,18:37:21
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	451",16356,"	159","Enhance VOICES System","VOICES supports the tracking, approvals, and document template generation related to the ITAAC Closure process.",2018-10-01,2019-09-30,0.095,yes,existing,24481,82,,,,"	100.00",0,0,Green,0,0,Green,Completed,10/31/2019,18:37:21
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1145",16357,"	958","Update Replacement RPS to Maintain Platform Compatibility","Enhance RPS for compatibility with the agency's IT infrastructure.",2018-10-01,2019-09-25,0.795,yes,existing,24477,77,,,,"	99.00",0,0,Green,0,0,Green,Completed,01/14/2020,17:36:48
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1150",17311,"	963","Enhance Reactor Program System (RPS) - Replacement to Support Reg. Changes/Congressional Inquiries","Meet regulatory and business process changes.",2019-10-01,2020-09-30,0.845,yes,existing,24477,77,,,,"	99",0,0,Green,0,0,Green,In-progress,10/31/2019,18:37:21
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1615",17312,"	1818","Enhance CIPIMS 2020","CIPIMS supports the creation and inforation tracking related to Reactor Construction Inspection Reports.",2019-10-01,2020-09-30,0.095,yes,existing,24481,82,,,,"	100",0,0,Green,0,0,Green,In-progress,12/20/2019,16:14:55
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1616",17313,"	1819","Enhance VOICES System 2020","VOICES supports the tracking, approvals, and document template generation related to the ITAAC Closure process.",2019-10-01,2020-09-30,0.095,yes,existing,24481,82,,,,"	100",0,0,Green,0,0,Green,In-progress,12/20/2019,16:14:55
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1617",17314,"	1820","Update Replacement RPS to Maintain Platform Compatibility 2020","Enhance RPS for compatibility with the agency's IT infrastructure.",2019-10-01,2020-09-30,0.285,yes,existing,24477,77,,,,"	99",0,0,Green,0,0,Green,In-progress,10/31/2019,18:37:21
429-000008400,1653,"01 - Major IT","01 - Not Applicable","	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight","	1830",18240,"	1830","Mission Analytics Portal (MAP) ","The objective of MAP is to improve reactor safety program data analytics to serve internal and external stakeholders in a consistent way across mission area. The initial focus of MAP is for tools that all NRC staff can easily access.",2019-10-01,2020-09-30,1.091332,yes,new,,,"MAP Uptime
","percent ","Over target","	98.00",0,0,Green,0,0,Green,In-progress,02/28/2020,16:36:17
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG4WDB,15193,,"V4.0 WELLS DATABUILD",,2016-11-01,2017-03-06,0.054582,,,,,,,,,0,0,Green,-0.015277,-27.99,Yellow,Completed,09/14/2017,21:04:14
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG42APP,15194,,"V4.2 APPLICATION",,2019-02-24,2019-12-31,0.148312,,,,,,,,,-103,-33.23,Red,0,0,Green,In-progress,09/14/2017,21:04:14
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG4APP,15195,,"V4.0 APPLICATION",,2016-10-03,2017-05-21,0.0532,,,,,,,,,-1057,-459.57,Red,-0.008029,-15.09,Yellow,In-progress,09/01/2018,00:03:29
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG4DB,15196,,"V4.0 DATABUILD",,2016-10-03,2017-03-02,0.013453,,,,,,,,,0,0,Green,-0.004694,-34.89,Red,Completed,09/14/2017,21:04:14
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG42DB,15197,,"V4.2 DATABUILD",,2018-11-01,2019-12-31,0.155584,,,,,,,,,-103,-24.24,Yellow,0,0,Green,In-progress,09/14/2017,21:04:14
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG41DB,15198,,"V4.1 DATABUILD",,2017-02-01,2018-09-01,0.344724,,,,,,,,,-589,-102.08,Red,0.013387,3.88,Green,In-progress,11/30/2017,13:36:23
010-000000069,1801,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)",NG41APP,15199,,"V4.1 APPLICATION",,2017-03-03,2018-10-23,0.221517,,,,,,,,,-537,-89.65,Red,-0.025992,-11.73,Yellow,In-progress,11/30/2017,13:36:23
010-000000294,786,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - LCD ICS (Lower Colorado Dams Industrial Control Systems)",LCD001,1159,,"LCDCSS SCADA (SS) Maintenance Program Project",,2011-06-15,2012-12-31,0.23,,,,,,,,,0,0,Green,0.005586,2.43,Green,Completed,07/24/2013,15:53:43
010-000000294,786,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - LCD ICS (Lower Colorado Dams Industrial Control Systems)",LCD003,1160,,"LCDCSS (SS) Unit Control PLC and DEP Firmware Upgrade Project",,2012-07-01,2013-07-01,0.02,,,,,,,,,0,0,Green,-0.003781,-18.91,Yellow,Completed,12/20/2013,11:38:09
010-000000294,786,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BOR - LCD ICS (Lower Colorado Dams Industrial Control Systems)",LCD002,5067,,"LCDCSS (SS) RTU Replacement Project",,2012-10-01,2013-09-30,0.015,,,,,,,,,0,0,Green,0.000779,5.19,Green,Completed,12/20/2013,11:38:09
010-000001047,835,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - Land Satellites Data System (LSDS)",LSDS-0001,1182,,L8,,2010-10-01,2013-09-30,36.057,,,,,,,,,0,0,Green,1.863949,6.66,Green,Completed,11/15/2013,21:13:04
010-000001047,835,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - Land Satellites Data System (LSDS)",LSDS-0002,14759,,L9,"Development of the ground system to collect, archive, process, & distribute data from L9.",2015-10-01,2021-09-30,68.422,no,existing,21211,,,,,"219000 (quarterly)",0,0,Green,-4.910282,-7.18,Green,In-progress,01/16/2020,20:33:56
010-000000083,647,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIE - Native American Student Information System (NASIS)","	1",1156,,"System Upgrades",,2011-07-01,2012-06-30,0.087,,,,,,,,,0,0,Green,0,0,Green,Completed,07/26/2013,09:38:25
010-000000083,647,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIE - Native American Student Information System (NASIS)","	2",3537,,"System Upgrades 2",,2012-07-01,2013-06-30,0.087,,,,,,,,,0,0,Green,0,0,Green,Completed,08/21/2013,11:13:14
010-000000710,688,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","ONRR - Minerals Revenue Management Support System (MRMSS)",14-001,12551,,"Operations Management Tool",,2013-10-01,2015-09-30,6.05,,,,,,,,,0,0,Green,-0.029008,-0.48,Green,Completed,11/30/2017,11:20:52
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	8",13527,,"FTC CLM Implementation",,2015-10-26,2016-07-22,1.466,,,,,,,,,42,15.56,Yellow,0,0,Green,Completed,10/18/2016,17:39:34
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	10",13528,,"NLRB CLM Implementation",,2015-09-21,2016-04-15,0.72222,,,,,,,,,0,0,Green,0,0,Green,Completed,06/29/2016,18:02:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	9",13529,,"CSOSA/PSA CLM Implemenation",,2015-01-26,2015-10-30,1.224646,,,,,,,,,0,0,Green,0.12714,10.38,Yellow,Completed,10/18/2016,17:39:34
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	5",13530,,"DHS OFF implementation",,2014-10-01,2018-07-15,90.463085,,,,,,,,,-5,-0.75,Green,0,0,Green,Completed,11/30/2017,11:20:41
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	6",14190,,"EEOC OFF Implementation",,2014-10-01,2015-03-31,3.9,,,,,,,,,0,0,Green,0.263913,6.77,Green,Completed,10/18/2016,17:39:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	7",14191,,"SLSDC OFF Implementation",,2015-01-12,2015-07-31,1.469,,,,,,,,,0,0,Green,0.443529,30.19,Red,Completed,10/18/2016,17:39:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	11",15920,,"MCC CLM Implementation",,2017-02-03,2017-12-15,1.49427,,,,,,,,,0,0,Green,0,0,Green,Completed,02/28/2018,13:44:01
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	12",15921,,"DHS TRIO Implementation",,2014-10-01,2017-03-31,78.188869,,,,,,,,,0,0,Green,0,0,Green,Completed,11/30/2017,11:20:41
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	13",15922,,"DHS TRIO Transition","Complete development of Release 3.0, Markview and UAM and deliver.  Provide support during transition to another service provider and complete platform off-boarding.",2017-02-28,2019-03-31,50.788288,yes,,,,,,,,-378,-49.67,Red,-14.585445,-28.72,Yellow,In-progress,11/01/2019,19:18:05
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	14",15923,,"ABMC CLM Implementation",,2017-07-17,2018-03-31,1.024232,,,,,,,,,8,3.11,Green,0,0,Green,Completed,04/25/2018,14:57:19
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	15",15924,,"OBIEE Report Migration",,2016-09-01,2018-02-28,2.508,,,,,,,,,5,0.92,Green,-0.067932,-2.78,Green,Completed,03/23/2018,11:12:24
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	16",15925,,"R12.2 Upgrade","Upgrade non-Cabinet OFF to R12.2.",2018-04-01,2019-02-28,1.782187,yes,,,,,,,,-409,-123.56,Red,0,0,Green,In-progress,09/20/2019,14:19:13
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	17",15926,,"IPP Implementation and Rollout",,2017-04-01,2018-09-30,1.19873,,,,,,,,,30,5.48,Green,0.142237,14.45,Yellow,Completed,10/31/2018,17:32:38
010-000000319,674,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","	2",1165,,"Stage 3 Core Records Management System Implementation",,2010-03-03,2013-03-19,2.045,,,,,,,,,0,0,Green,0.045,10.34,Yellow,Completed,07/24/2012,12:47:08
010-000000319,674,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Incident Management, Analysis, and Reporting System (IMARS)","	3",1166,,"Stage 4 Core Records Management System Deployment",,2010-10-01,2012-12-31,1.22,,,,,,,,,0,0,Green,0.014891,7.02,Green,Completed,01/24/2014,08:29:39
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0001,1185,,"FY 2012 O&amp;M - Web Apps, Database Administration, and Security",,2011-10-03,2012-09-28,4.654,,,,,,,,,0,0,Green,0.283162,6.08,Green,Completed,05/30/2013,11:13:00
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0002,1186,,"FY 2012 DME - Viewer, Map Services and Data Download Enhancements",,2011-10-03,2012-09-28,0.175,,,,,,,,,0,0,Green,-0.078376,-44.79,Red,Completed,05/30/2013,11:13:00
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0003,3107,,"FY 2011 O&amp;M - Web Apps, Database Administration, and Security",,2010-10-01,2011-09-30,4.654,,,,,,,,,0,0,Green,0.054,1.16,Green,Completed,09/13/2012,08:49:17
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0004,3109,,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements",,2010-10-01,2011-09-30,0.175,,,,,,,,,0,0,Green,-0.029,-16.57,Yellow,Completed,04/27/2012,14:18:47
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0005,4819,,"FY 2013 O&amp;M - Web Apps, Database Administration, and Security",,2012-10-01,2013-09-30,4.654,,,,,,,,,0,0,Green,0.034483,0.74,Green,Completed,03/12/2014,10:49:29
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0006,4821,,"FY 2013 DME - Viewer, Map Services and Data Download Enhancements",,2012-10-01,2013-09-30,0.175,,,,,,,,,0,0,Green,0.036837,21.05,Yellow,Completed,03/12/2014,10:49:29
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0007,10095,,"FY2014 O&amp;M - Web Apps, Data Base Administration, and Security",,2013-10-01,2014-09-30,4.654,,,,,,,,,0,0,Green,0.587971,12.63,Yellow,Completed,11/13/2014,11:05:24
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0008,10097,,"FY2014 DME - Viewer, Map, Services, and Data Download Enhancements",,2013-10-01,2014-09-30,0.175,,,,,,,,,0,0,Green,-0.007685,-4.39,Green,Completed,11/13/2014,11:05:24
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0013,13191,,"FY2017 DME - Viewer, Map, Services, and Data Download Enhancements",,2016-10-03,2017-09-30,0.175,,,,,,,,,1,0.28,Green,0.027683,15.82,Yellow,Completed,12/27/2017,19:35:15
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0010,13192,,"FY2015 DME - Viewer, Map, Services, and Data Download Enhancements",,2014-10-01,2015-09-30,0.175,,,,,,,,,0,0,Green,0.033297,19.03,Yellow,Completed,09/18/2015,14:35:09
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0011,13193,,"FY2016 DME - Viewer, Map, Services, and Data Download Enhancements",,2015-10-01,2016-09-30,0.175,,,,,,,,,0,0,Green,-0.032108,-18.35,Yellow,Completed,04/28/2017,22:02:51
010-000001050,667,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","USGS - TNM Reengineering Project",TNMP-0015,16238,,"FY2018 DME - Viewer, Map, Services, and Data Download Enhancements",,2017-10-02,2018-09-28,0.175,,,,,,,,,0,0,Green,0.027683,15.82,Yellow,Completed,11/29/2018,21:03:53
010-000000070,645,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","	1",13152,,"NIIMS 2.0",,2011-10-01,2012-06-30,1.216,,,,,,,,,0,0,Green,0.713658,58.69,Red,Completed,09/18/2015,13:04:56
010-000000070,645,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","	2",13153,,"NIIMS 1.5",,2012-06-01,2013-09-30,0.201936,,,,,,,,,0,0,Green,0.014116,6.99,Green,Completed,09/18/2015,13:04:56
010-000000070,645,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","BIA - National Irrigation Information Management System (NIIMS)","	3",13154,,"NIIMS 3.0",,2013-10-01,2017-12-31,6.931739,,,,,,,,,-833,-53.67,Red,0.601439,8.68,Green,In-progress,09/01/2018,00:03:29
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	607",1162,,"Deployment 6 Phase 7 -- Balance of Final Preparation Thru Go-Live",,2011-10-17,2011-11-07,2.878,,,,,,,,,-3,-14.29,Yellow,0.094289,3.28,Green,Completed,06/26/2015,13:40:13
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	608",1163,,"Deployment 6 Phase 8 -- Go-Live Support thru ORR",,2011-11-08,2012-02-05,6.328,,,,,,,,,0,0,Green,0.024848,0.39,Green,Completed,06/26/2015,13:40:14
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	700",1164,,"Deployment 7 for Bureau of Indian Affairs and National Park Service",,2011-04-28,2013-09-30,83,,,,,,,,,0,0,Green,1.905602,2.45,Green,Completed,09/18/2015,14:03:02
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	800",4813,,"Deployment 8 for Bureau of Reclamation",,2012-05-01,2014-02-01,54.974,,,,,,,,,0,0,Green,0,0,Green,Completed,10/24/2014,14:22:01
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	4814",11759,,"Deploy Enhancement Items",,2014-02-01,2017-09-30,62.151053,,,,,,,,,0,0,Green,1.197505,1.93,Green,Completed,02/28/2018,11:37:19
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	2019",16469,,"Deploy Enhancement Items 2019","Deploy Enhancement & Optimization Release Items.",2018-10-01,2019-09-30,16.28,yes,existing,21089,,,,,"	100",-195,-53.57,Red,0.898724,5.52,Green,In-progress,11/01/2019,16:49:34
010-000000316,673,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - Financial and Business Management System (FBMS)","	2018",16470,,"Deploy Enhancement Items 2018",,2017-10-01,2018-09-30,16.28,,,,,,,,,61,16.76,Yellow,0.629634,3.87,Green,Completed,11/27/2018,15:34:50
